,schedule_date,schedule_season,team_home,score_home,score_away,team_away,team_favorite_id,game_winner,home_team_won,spread_favorite,over_under_line,stadium,stadium_type,weather_temperature(°F),weather_wind_mph,weather_humidity(%)
2112,1/3/2021,2020,CIN,3,38,BAL,BAL,BAL,0,-13.5,45.0,Paul Brown Stadium,Outdoor,,,
2113,1/3/2021,2020,CLE,24,22,PIT,CLE,CLE,1,-10.5,44.5,FirstEnergy Stadium,Outdoor,,,
2114,1/3/2021,2020,DEN,31,32,LVR,LVR,LVR,0,-2.5,50.5,Sports Authority Field at Mile High,Outdoor,,,
2115,1/3/2021,2020,DET,35,37,MIN,MIN,MIN,0,-3.0,53.5,Ford Field,Indoor,72.0,0.0,
2116,1/3/2021,2020,HOU,38,41,TEN,TEN,TEN,0,-7.0,55.5,NRG Stadium,Indoor,72.0,0.0,
2117,1/3/2021,2020,IND,28,14,JAX,IND,IND,1,-15.5,48.0,Lucas Oil Stadium,Indoor,72.0,0.0,
2118,1/3/2021,2020,KC,21,38,LAC,LAC,LAC,0,-6.5,43.0,Arrowhead Stadium,Outdoor,,,
2119,1/3/2021,2020,LAR,18,7,ARI,LAR,LAR,1,-1.0,42.0,SoFi Stadium,Indoor,72.0,0.0,
2120,1/3/2021,2020,NE,28,14,NYJ,NE,NE,1,-3.0,41.0,Gillette Stadium,Outdoor,,,
2121,1/3/2021,2020,NYG,23,19,DAL,DAL,NYG,1,-1.5,43.5,MetLife Stadium,Outdoor,,,
2122,1/3/2021,2020,PHI,14,20,WAS,WAS,WAS,0,-6.5,43.5,Lincoln Financial Field,Outdoor,,,
2123,1/3/2021,2020,SF,23,26,SEA,SEA,SEA,0,-7.0,45.0,Levi's Stadium,Outdoor,,,
2124,1/3/2021,2020,TB,44,27,ATL,TB,TB,1,-7.0,51.0,Raymond James Stadium,Outdoor,,,
2125,1/9/2021,2020,BUF,27,24,IND,BUF,BUF,1,-7.0,50.5,New Era Field,Outdoor,34.0,6.0,59.0
2126,1/9/2021,2020,SEA,20,30,LAR,SEA,LAR,0,-3.0,42.5,CenturyLink Field,Outdoor,39.0,1.0,91.0
2127,1/9/2021,2020,WAS,23,31,TB,TB,TB,0,-10.0,45.0,FedEx Field,Outdoor,40.0,10.0,47.0
2128,1/10/2021,2020,NO,21,9,CHI,NO,NO,1,-11.0,48.0,Mercedes-Benz Superdome,Indoor,72.0,0.0,
2129,1/10/2021,2020,PIT,37,48,CLE,PIT,CLE,0,-5.5,47.5,Heinz Field,Outdoor,34.0,1.0,72.0
2130,1/10/2021,2020,TEN,13,20,BAL,BAL,BAL,0,-3.5,53.5,Nissan Stadium,Outdoor,33.0,1.0,63.0
2131,1/16/2021,2020,BUF,17,3,BAL,BUF,BUF,1,-2.5,49.5,New Era Field,Outdoor,34.0,13.0,81.0
2132,1/16/2021,2020,GB,32,18,LAR,GB,GB,1,-7.0,45.0,Lambeau Field,Outdoor,35.0,13.0,69.0
2133,1/17/2021,2020,KC,22,17,CLE,KC,KC,1,-8.0,56.0,Arrowhead Stadium,Outdoor,40.0,13.0,62.0
2134,1/17/2021,2020,NO,20,30,TB,NO,TB,0,-2.5,53.0,Mercedes-Benz Superdome,Indoor,72.0,0.0,
2135,1/24/2021,2020,GB,26,31,TB,GB,TB,0,-3.0,53.0,Lambeau Field,Outdoor,29.0,10.0,75.0
2136,1/24/2021,2020,KC,38,24,BUF,KC,KC,1,-3.0,55.0,Arrowhead Stadium,Outdoor,40.0,7.0,70.0
2137,2/7/2021,2020,TB,31,9,KC,KC,TB,1,-3.0,54.5,Raymond James Stadium,Outdoor,63.0,9.0,78.0
2138,9/9/2021,2021,TB,31,29,DAL,TB,TB,1,-7.5,51.5,Raymond James Stadium,Outdoor,,,
2139,9/12/2021,2021,ATL,6,32,PHI,ATL,PHI,0,-3.5,48.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
2140,9/12/2021,2021,BUF,16,23,PIT,BUF,PIT,0,-6.5,48.5,Highmark Stadium,Outdoor,,,
2141,9/12/2021,2021,CAR,19,14,NYJ,CAR,CAR,1,-5.0,44.5,Bank of America Stadium,Outdoor,,,
2142,9/12/2021,2021,CIN,27,24,MIN,MIN,CIN,1,-3.0,48.0,Paul Brown Stadium,Outdoor,,,
2143,9/12/2021,2021,DET,33,41,SF,SF,SF,0,-7.5,46.0,Ford Field,Indoor,72.0,0.0,
2144,9/12/2021,2021,HOU,37,21,JAX,JAX,HOU,1,-3.0,44.5,NRG Stadium,Indoor,72.0,0.0,
2145,9/12/2021,2021,IND,16,28,SEA,SEA,SEA,0,-2.5,48.5,Lucas Oil Stadium,Indoor,72.0,0.0,
2146,9/12/2021,2021,KC,33,29,CLE,KC,KC,1,-6.0,53.0,Arrowhead Stadium,Outdoor,,,
2147,9/12/2021,2021,LAR,34,14,CHI,LAR,LAR,1,-7.5,44.5,SoFi Stadium,Indoor,72.0,0.0,
2148,9/12/2021,2021,NE,16,17,MIA,NE,MIA,0,-2.5,44.5,Gillette Stadium,Outdoor,,,
2149,9/12/2021,2021,NO,38,3,GB,GB,NO,1,-4.0,49.5,TIAA Bank Field,Outdoor,,,
2150,9/12/2021,2021,NYG,13,27,DEN,DEN,DEN,0,-2.5,42.5,MetLife Stadium,Outdoor,,,
2151,9/12/2021,2021,TEN,13,38,ARI,TEN,ARI,0,-3.0,51.5,Nissan Stadium,Outdoor,,,
2152,9/12/2021,2021,WAS,16,20,LAC,LAC,LAC,0,-1.0,44.5,FedEx Field,Outdoor,,,
2153,9/13/2021,2021,LVR,33,27,BAL,BAL,LVR,1,-4.5,51.0,Allegiant Stadium,Indoor,72.0,0.0,
2154,9/16/2021,2021,WAS,30,29,NYG,WAS,WAS,1,-3.0,41.0,FedEx Field,Outdoor,,,
2155,9/19/2021,2021,ARI,34,33,MIN,ARI,ARI,1,-4.0,51.0,University of Phoenix Stadium,Indoor,72.0,0.0,
2156,9/19/2021,2021,BAL,36,35,KC,KC,BAL,1,-4.0,55.5,M&T Bank Stadium,Outdoor,,,
2157,9/19/2021,2021,CAR,26,7,NO,NO,CAR,1,-3.5,44.0,Bank of America Stadium,Outdoor,,,
2158,9/19/2021,2021,CHI,20,17,CIN,CHI,CHI,1,-3.0,45.0,Soldier Field,Outdoor,,,
2159,9/19/2021,2021,CLE,31,21,HOU,CLE,CLE,1,-12.5,48.0,FirstEnergy Stadium,Outdoor,,,
2160,9/19/2021,2021,IND,24,27,LAR,LAR,LAR,0,-4.0,47.5,Lucas Oil Stadium,Indoor,72.0,0.0,
2161,9/19/2021,2021,JAX,13,23,DEN,DEN,DEN,0,-6.0,45.5,TIAA Bank Field,Outdoor,,,
2162,9/19/2021,2021,LAC,17,20,DAL,LAC,DAL,0,-3.0,55.0,SoFi Stadium,Indoor,72.0,0.0,
2163,9/19/2021,2021,MIA,0,35,BUF,BUF,BUF,0,-3.0,48.0,Hard Rock Stadium,Outdoor,,,
2164,9/19/2021,2021,NYJ,6,25,NE,NE,NE,0,-5.5,42.5,MetLife Stadium,Outdoor,,,
2165,9/19/2021,2021,PHI,11,17,SF,SF,SF,0,-3.5,50.0,Lincoln Financial Field,Outdoor,,,
2166,9/19/2021,2021,PIT,17,26,LVR,PIT,LVR,0,-6.0,47.5,Heinz Field,Outdoor,,,
2167,9/19/2021,2021,SEA,30,33,TEN,SEA,TEN,0,-5.5,54.0,Lumen Field,Outdoor,,,
2168,9/19/2021,2021,TB,48,25,ATL,TB,TB,1,-12.5,52.0,Raymond James Stadium,Outdoor,,,
2169,9/20/2021,2021,GB,35,17,DET,GB,GB,1,-10.5,48.0,Lambeau Field,Outdoor,,,
2170,9/23/2021,2021,HOU,9,24,CAR,CAR,CAR,0,-8.0,43.0,NRG Stadium,Indoor,72.0,0.0,
2171,9/26/2021,2021,BUF,43,21,WAS,BUF,BUF,1,-7.0,45.5,Highmark Stadium,Outdoor,,,
2172,9/26/2021,2021,CLE,26,6,CHI,CLE,CLE,1,-7.5,45.0,FirstEnergy Stadium,Outdoor,,,
2173,9/26/2021,2021,DEN,26,0,NYJ,DEN,DEN,1,-10.0,41.5,Empower Field at Mile High,Outdoor,,,
2174,9/26/2021,2021,DET,17,19,BAL,BAL,BAL,0,-7.5,51.0,Ford Field,Indoor,72.0,0.0,
2175,9/26/2021,2021,JAX,19,31,ARI,ARI,ARI,0,-8.0,51.5,TIAA Bank Field,Outdoor,,,
2176,9/26/2021,2021,KC,24,30,LAC,KC,LAC,0,-7.0,55.0,Arrowhead Stadium,Outdoor,,,
2177,9/26/2021,2021,LVR,31,28,MIA,LVR,LVR,1,-3.5,45.0,Allegiant Stadium,Indoor,72.0,0.0,
2178,9/26/2021,2021,LAR,34,24,TB,TB,LAR,1,-1.0,55.0,SoFi Stadium,Indoor,72.0,0.0,
2179,9/26/2021,2021,MIN,30,17,SEA,SEA,MIN,1,-2.0,54.0,U.S. Bank Stadium,Indoor,72.0,0.0,
2180,9/26/2021,2021,NE,13,28,NO,NE,NO,0,-3.0,43.5,Gillette Stadium,Outdoor,,,
2181,9/26/2021,2021,NYG,14,17,ATL,NYG,ATL,0,-2.5,48.0,MetLife Stadium,Outdoor,,,
2182,9/26/2021,2021,PIT,10,24,CIN,PIT,CIN,0,-2.5,42.5,Heinz Field,Outdoor,,,
2183,9/26/2021,2021,SF,28,30,GB,SF,GB,0,-3.0,50.5,Levi's Stadium,Outdoor,,,
2184,9/26/2021,2021,TEN,25,16,IND,TEN,TEN,1,-5.0,47.0,Nissan Stadium,Outdoor,,,
2185,9/27/2021,2021,DAL,41,21,PHI,DAL,DAL,1,-3.5,51.5,AT&T Stadium,Indoor,72.0,0.0,
2186,9/30/2021,2021,CIN,24,21,JAX,CIN,CIN,1,-7.5,46.0,Paul Brown Stadium,Outdoor,,,
2187,10/3/2021,2021,ATL,30,34,WAS,WAS,WAS,0,-2.0,47.5,Mercedes-Benz Stadium,Indoor,72.0,0.0,
2188,10/3/2021,2021,BUF,40,0,HOU,BUF,BUF,1,-19.0,47.5,Highmark Stadium,Outdoor,,,
2189,10/3/2021,2021,CHI,24,14,DET,CHI,CHI,1,-3.0,41.5,Soldier Field,Outdoor,,,
2190,10/3/2021,2021,DAL,36,28,CAR,DAL,DAL,1,-4.5,51.5,AT&T Stadium,Indoor,72.0,0.0,
2191,10/3/2021,2021,DEN,7,23,BAL,DEN,BAL,0,-1.0,44.0,Empower Field at Mile High,Outdoor,,,
2192,10/3/2021,2021,GB,27,17,PIT,GB,GB,1,-6.0,45.0,Lambeau Field,Outdoor,,,
2193,10/3/2021,2021,LAR,20,37,ARI,LAR,ARI,0,-4.0,54.0,SoFi Stadium,Indoor,72.0,0.0,
2194,10/3/2021,2021,MIA,17,27,IND,MIA,IND,0,-2.5,41.5,Hard Rock Stadium,Outdoor,,,
2195,10/3/2021,2021,MIN,7,14,CLE,CLE,CLE,0,-1.0,52.0,U.S. Bank Stadium,Indoor,72.0,0.0,
2196,10/3/2021,2021,NE,17,19,TB,TB,TB,0,-6.5,49.0,Gillette Stadium,Outdoor,,,
2197,10/3/2021,2021,NO,21,27,NYG,NO,NYG,0,-7.0,42.5,Caesars Superdome,Indoor,72.0,0.0,
2198,10/3/2021,2021,NYJ,27,24,TEN,TEN,NYJ,1,-6.0,44.5,MetLife Stadium,Outdoor,,,
2199,10/3/2021,2021,PHI,30,42,KC,KC,KC,0,-7.0,54.0,Lincoln Financial Field,Outdoor,,,
2200,10/3/2021,2021,SF,21,28,SEA,SF,SEA,0,-2.5,52.0,Levi's Stadium,Outdoor,,,
2201,10/4/2021,2021,LAC,28,14,LVR,LAC,LAC,1,-3.0,51.5,SoFi Stadium,Indoor,72.0,0.0,
2202,10/7/2021,2021,SEA,17,26,LAR,LAR,LAR,0,-2.5,53.5,Lumen Field,Outdoor,,,
2203,10/10/2021,2021,ARI,17,10,SF,ARI,ARI,1,-6.0,48.5,State Farm Stadium,Indoor,72.0,0.0,
2204,10/10/2021,2021,ATL,27,20,NYJ,ATL,ATL,1,-3.0,45.5,Tottenham Hotspur Stadium,Outdoor,,,
2205,10/10/2021,2021,CAR,18,21,PHI,CAR,PHI,0,-2.5,46.0,Bank of America Stadium,Outdoor,,,
2206,10/10/2021,2021,CIN,22,25,GB,GB,GB,0,-2.0,50.0,Paul Brown Stadium,Outdoor,,,
2207,10/10/2021,2021,DAL,44,20,NYG,DAL,DAL,1,-7.0,52.5,AT&T Stadium,Indoor,72.0,0.0,
2208,10/10/2021,2021,HOU,22,25,NE,NE,NE,0,-8.0,39.0,NRG Stadium,Indoor,72.0,0.0,
2209,10/10/2021,2021,JAX,19,37,TEN,TEN,TEN,0,-4.5,49.0,TIAA Bank Field,Outdoor,,,
2210,10/10/2021,2021,KC,20,38,BUF,KC,BUF,0,-3.0,57.0,Arrowhead Stadium,Outdoor,,,
2211,10/10/2021,2021,LVR,9,20,CHI,LVR,CHI,0,-5.5,46.0,Allegiant Stadium,Indoor,72.0,0.0,
2212,10/10/2021,2021,LAC,47,42,CLE,LAC,LAC,1,-2.5,47.0,SoFi Stadium,Indoor,72.0,0.0,
2213,10/10/2021,2021,MIN,19,17,DET,MIN,MIN,1,-10.0,49.5,U.S. Bank Stadium,Indoor,72.0,0.0,
2214,10/10/2021,2021,PIT,27,19,DEN,DEN,PIT,1,-1.5,40.0,Heinz Field,Outdoor,,,
2215,10/10/2021,2021,TB,45,17,MIA,TB,TB,1,-11.0,48.0,Raymond James Stadium,Outdoor,,,
2216,10/10/2021,2021,WAS,22,33,NO,NO,NO,0,-2.5,43.5,FedEx Field,Outdoor,,,
2217,10/11/2021,2021,BAL,31,25,IND,BAL,BAL,1,-7.5,46.5,M&T Bank Stadium,Outdoor,,,
2218,10/14/2021,2021,PHI,22,28,TB,TB,TB,0,-7.0,53.0,Lincoln Financial Field,Outdoor,,,
2219,10/17/2021,2021,BAL,34,6,LAC,BAL,BAL,1,-3.0,51.0,M&T Bank Stadium,Outdoor,,,
2220,10/17/2021,2021,CAR,28,34,MIN,MIN,MIN,0,-2.5,45.5,Bank of America Stadium,Outdoor,,,
2221,10/17/2021,2021,CHI,14,24,GB,GB,GB,0,-5.5,44.0,Soldier Field,Outdoor,,,
2222,10/17/2021,2021,CLE,14,37,ARI,CLE,ARI,0,-3.0,48.0,FirstEnergy Stadium,Outdoor,,,
2223,10/17/2021,2021,DEN,24,34,LVR,DEN,LVR,0,-5.0,45.0,Empower Field at Mile High,Outdoor,,,
2224,10/17/2021,2021,DET,11,34,CIN,CIN,CIN,0,-3.5,46.5,Ford Field,Indoor,72.0,0.0,
2225,10/17/2021,2021,IND,31,3,HOU,IND,IND,1,-11.5,45.0,Lucas Oil Stadium,Indoor,72.0,0.0,
2226,10/17/2021,2021,JAX,23,20,MIA,MIA,JAX,1,-1.5,47.5,Tottenham Hotspur Stadium,Outdoor,,,
2227,10/17/2021,2021,NE,29,35,DAL,DAL,DAL,0,-3.5,50.5,Gillette Stadium,Outdoor,,,
2228,10/17/2021,2021,NYG,11,38,LAR,LAR,LAR,0,-7.5,49.0,MetLife Stadium,Outdoor,,,
2229,10/17/2021,2021,PIT,23,20,SEA,PIT,PIT,1,-5.5,43.0,Heinz Field,Outdoor,,,
2230,10/17/2021,2021,WAS,13,31,KC,KC,KC,0,-6.5,54.0,FedEx Field,Outdoor,,,
2231,10/18/2021,2021,TEN,34,31,BUF,BUF,TEN,1,-6.0,53.5,Nissan Stadium,Outdoor,,,
2232,10/21/2021,2021,CLE,17,14,DEN,CLE,CLE,1,-2.0,40.0,FirstEnergy Stadium,Outdoor,,,
2233,10/24/2021,2021,ARI,31,5,HOU,ARI,ARI,1,-20.0,47.5,State Farm Stadium,Indoor,72.0,0.0,
2234,10/24/2021,2021,BAL,17,41,CIN,BAL,CIN,0,-6.5,46.0,M&T Bank Stadium,Outdoor,,,
2235,10/24/2021,2021,GB,24,10,WAS,GB,GB,1,-8.5,48.0,Lambeau Field,Outdoor,,,
2236,10/24/2021,2021,LVR,33,22,PHI,LVR,LVR,1,-1.0,48.0,Allegiant Stadium,Indoor,72.0,0.0,
2237,10/24/2021,2021,LAR,28,19,DET,LAR,LAR,1,-16.0,51.0,SoFi Stadium,Indoor,72.0,0.0,
2238,10/24/2021,2021,MIA,28,30,ATL,ATL,ATL,0,-1.5,47.5,Hard Rock Stadium,Outdoor,,,
2239,10/24/2021,2021,NE,54,13,NYJ,NE,NE,1,-7.0,42.5,Gillette Stadium,Outdoor,,,
2240,10/24/2021,2021,NYG,25,3,CAR,CAR,NYG,1,-3.0,43.0,MetLife Stadium,Outdoor,,,
2241,10/24/2021,2021,SF,18,30,IND,SF,IND,0,-3.5,41.5,Levi's Stadium,Outdoor,,,
2242,10/24/2021,2021,TB,38,3,CHI,TB,TB,1,-12.0,47.0,Raymond James Stadium,Outdoor,,,
2243,10/24/2021,2021,TEN,27,3,KC,KC,TEN,1,-4.0,58.5,Nissan Stadium,Outdoor,,,
2244,10/25/2021,2021,SEA,10,13,NO,NO,NO,0,-6.0,42.0,Lumen Field,Outdoor,,,
2245,10/28/2021,2021,ARI,21,24,GB,ARI,GB,0,-6.5,51.0,State Farm Stadium,Indoor,72.0,0.0,
2246,10/31/2021,2021,ATL,13,19,CAR,ATL,CAR,0,-2.5,47.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
2247,10/31/2021,2021,BUF,26,11,MIA,BUF,BUF,1,-15.0,48.5,Highmark Stadium,Outdoor,,,
2248,10/31/2021,2021,CHI,22,33,SF,SF,SF,0,-4.5,40.0,Soldier Field,Outdoor,,,
2249,10/31/2021,2021,CLE,10,15,PIT,CLE,PIT,0,-5.5,43.0,FirstEnergy Stadium,Outdoor,,,
2250,10/31/2021,2021,DEN,17,10,WAS,DEN,DEN,1,-4.0,45.0,Empower Field at Mile High,Outdoor,,,
2251,10/31/2021,2021,DET,6,44,PHI,PHI,PHI,0,-3.0,48.0,Ford Field,Indoor,72.0,0.0,
2252,10/31/2021,2021,HOU,22,38,LAR,LAR,LAR,0,-16.5,47.0,NRG Stadium,Indoor,72.0,0.0,
2253,10/31/2021,2021,IND,31,34,TEN,IND,TEN,0,-3.0,51.0,Lucas Oil Stadium,Indoor,72.0,0.0,
2254,10/31/2021,2021,LAC,24,27,NE,LAC,NE,0,-3.5,50.5,SoFi Stadium,Indoor,72.0,0.0,
2255,10/31/2021,2021,MIN,16,20,DAL,MIN,DAL,0,-4.0,49.0,U.S. Bank Stadium,Indoor,72.0,0.0,
2256,10/31/2021,2021,NO,36,27,TB,TB,NO,1,-4.0,48.0,Caesars Superdome,Indoor,72.0,0.0,
2257,10/31/2021,2021,NYJ,34,31,CIN,CIN,NYJ,1,-11.5,43.0,MetLife Stadium,Outdoor,,,
2258,10/31/2021,2021,SEA,31,7,JAX,SEA,SEA,1,-4.0,44.5,Lumen Field,Outdoor,,,
2259,11/1/2021,2021,KC,20,17,NYG,KC,KC,1,-10.5,53.0,Arrowhead Stadium,Outdoor,,,
2260,11/4/2021,2021,IND,45,30,NYJ,IND,IND,1,-10.0,45.5,Lucas Oil Stadium,Indoor,72.0,0.0,
2261,11/7/2021,2021,BAL,34,31,MIN,BAL,BAL,1,-7.0,51.0,M&T Bank Stadium,Outdoor,,,
2262,11/7/2021,2021,CAR,6,24,NE,NE,NE,0,-3.5,41.5,Bank of America Stadium,Outdoor,,,
2263,11/7/2021,2021,CIN,16,41,CLE,CIN,CLE,0,-2.0,47.5,Paul Brown Stadium,Outdoor,,,
2264,11/7/2021,2021,DAL,16,30,DEN,DAL,DEN,0,-10.0,50.0,AT&T Stadium,Indoor,72.0,0.0,
2265,11/7/2021,2021,JAX,9,6,BUF,BUF,JAX,1,-14.5,48.5,TIAA Bank Field,Outdoor,,,
2266,11/7/2021,2021,KC,13,7,GB,KC,KC,1,-7.0,48.0,Arrowhead Stadium,Outdoor,,,
2267,11/7/2021,2021,LAR,16,28,TEN,LAR,TEN,0,-7.0,53.0,SoFi Stadium,Indoor,72.0,0.0,
2268,11/7/2021,2021,MIA,17,9,HOU,MIA,MIA,1,-4.0,45.0,Hard Rock Stadium,Outdoor,,,
2269,11/7/2021,2021,NO,25,27,ATL,NO,ATL,0,-6.5,43.0,Caesars Superdome,Indoor,72.0,0.0,
2270,11/7/2021,2021,NYG,23,16,LVR,LVR,NYG,1,-3.0,47.0,MetLife Stadium,Outdoor,,,
2271,11/7/2021,2021,PHI,24,27,LAC,LAC,LAC,0,-1.0,49.5,Lincoln Financial Field,Outdoor,,,
2272,11/7/2021,2021,SF,17,31,ARI,SF,ARI,0,-5.5,44.5,Levi's Stadium,Outdoor,,,
2273,11/8/2021,2021,PIT,29,27,CHI,PIT,PIT,1,-7.0,40.0,Heinz Field,Outdoor,,,
2274,11/11/2021,2021,MIA,22,10,BAL,BAL,MIA,1,-8.5,47.0,Hard Rock Stadium,Outdoor,,,
2275,11/14/2021,2021,ARI,10,34,CAR,ARI,CAR,0,-7.0,41.5,State Farm Stadium,Indoor,72.0,0.0,
2276,11/14/2021,2021,DAL,43,3,ATL,DAL,DAL,1,-7.5,55.0,AT&T Stadium,Indoor,72.0,0.0,
2277,11/14/2021,2021,DEN,13,30,PHI,DEN,PHI,0,-1.0,44.5,Empower Field at Mile High,Outdoor,,,
2278,11/14/2021,2021,GB,17,0,SEA,GB,GB,1,-3.0,49.0,Lambeau Field,Outdoor,,,
2279,11/14/2021,2021,IND,23,17,JAX,IND,IND,1,-10.5,48.0,Lucas Oil Stadium,Indoor,72.0,0.0,
2280,11/14/2021,2021,LVR,14,41,KC,KC,KC,0,-2.5,54.0,Allegiant Stadium,Indoor,72.0,0.0,
2281,11/14/2021,2021,LAC,20,27,MIN,LAC,MIN,0,-3.0,53.5,SoFi Stadium,Indoor,72.0,0.0,
2282,11/14/2021,2021,NE,45,7,CLE,NE,NE,1,-2.5,45.0,Gillette Stadium,Outdoor,,,
2283,11/14/2021,2021,NYJ,17,45,BUF,BUF,BUF,0,-13.5,48.5,MetLife Stadium,Outdoor,,,
2284,11/14/2021,2021,PIT,16,16,DET,PIT,DET,0,-6.0,40.5,Heinz Field,Outdoor,,,
2285,11/14/2021,2021,TEN,23,21,NO,TEN,TEN,1,-3.0,42.5,Nissan Stadium,Outdoor,,,
2286,11/14/2021,2021,WAS,29,19,TB,TB,WAS,1,-10.0,50.5,FedEx Field,Outdoor,,,
2287,11/15/2021,2021,SF,31,10,LAR,LAR,SF,1,-3.5,50.0,Levi's Stadium,Outdoor,,,
2288,11/18/2021,2021,ATL,0,25,NE,NE,NE,0,-7.0,47.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
2289,11/21/2021,2021,BUF,15,41,IND,BUF,IND,0,-7.0,49.5,Highmark Stadium,Outdoor,,,
2290,11/21/2021,2021,CAR,21,27,WAS,CAR,WAS,0,-3.0,43.0,Bank of America Stadium,Outdoor,,,
2291,11/21/2021,2021,CHI,13,16,BAL,BAL,BAL,0,-1.0,40.5,Soldier Field,Outdoor,,,
2292,11/21/2021,2021,CLE,13,10,DET,CLE,CLE,1,-13.5,42.5,FirstEnergy Stadium,Outdoor,,,
2293,11/21/2021,2021,JAX,10,30,SF,SF,SF,0,-6.5,45.5,TIAA Bank Field,Outdoor,,,
2294,11/21/2021,2021,KC,19,9,DAL,KC,KC,1,-2.5,56.0,Arrowhead Stadium,Outdoor,,,
2295,11/21/2021,2021,LVR,13,32,CIN,CIN,CIN,0,-2.0,50.5,Allegiant Stadium,Indoor,72.0,0.0,
2296,11/21/2021,2021,LAC,41,37,PIT,LAC,LAC,1,-6.0,47.5,SoFi Stadium,Indoor,72.0,0.0,
2297,11/21/2021,2021,MIN,34,31,GB,GB,MIN,1,-1.0,47.0,U.S. Bank Stadium,Indoor,72.0,0.0,
2298,11/21/2021,2021,NYJ,17,24,MIA,MIA,MIA,0,-3.5,44.5,MetLife Stadium,Outdoor,,,
2299,11/21/2021,2021,PHI,40,29,NO,PHI,PHI,1,-3.0,42.0,Lincoln Financial Field,Outdoor,,,
2300,11/21/2021,2021,SEA,13,23,ARI,SEA,ARI,0,-4.5,45.0,Lumen Field,Outdoor,,,
2301,11/21/2021,2021,TEN,13,22,HOU,TEN,HOU,0,-10.0,44.5,Nissan Stadium,Outdoor,,,
2302,11/22/2021,2021,TB,30,10,NYG,TB,TB,1,-11.5,50.0,Raymond James Stadium,Outdoor,,,
2303,11/25/2021,2021,DAL,33,36,LVR,DAL,LVR,0,-7.0,51.0,AT&T Stadium,Indoor,72.0,0.0,
2304,11/25/2021,2021,DET,14,16,CHI,CHI,CHI,0,-2.0,41.5,Ford Field,Indoor,72.0,0.0,
2305,11/25/2021,2021,NO,6,31,BUF,BUF,BUF,0,-7.0,45.0,Caesars Superdome,Indoor,72.0,0.0,
2306,11/28/2021,2021,BAL,16,10,CLE,BAL,BAL,1,-3.0,47.5,M&T Bank Stadium,Outdoor,,,
2307,11/28/2021,2021,CIN,41,10,PIT,CIN,CIN,1,-3.5,43.5,Paul Brown Stadium,Outdoor,,,
2308,11/28/2021,2021,DEN,28,13,LAC,LAC,DEN,1,-3.0,47.0,Empower Field at Mile High,Outdoor,,,
2309,11/28/2021,2021,GB,36,28,LAR,LAR,GB,1,-2.0,46.5,Lambeau Field,Outdoor,,,
2310,11/28/2021,2021,HOU,14,21,NYJ,HOU,NYJ,0,-3.0,44.5,NRG Stadium,Indoor,72.0,0.0,
2311,11/28/2021,2021,IND,31,38,TB,TB,TB,0,-3.0,53.0,Lucas Oil Stadium,Indoor,72.0,0.0,
2312,11/28/2021,2021,JAX,14,21,ATL,ATL,ATL,0,-1.5,46.0,TIAA Bank Field,Outdoor,,,
2313,11/28/2021,2021,MIA,33,10,CAR,CAR,MIA,1,-1.0,41.0,Hard Rock Stadium,Outdoor,,,
2314,11/28/2021,2021,NE,36,13,TEN,NE,NE,1,-7.0,43.0,Gillette Stadium,Outdoor,,,
2315,11/28/2021,2021,NYG,13,7,PHI,PHI,NYG,1,-4.0,45.0,MetLife Stadium,Outdoor,,,
2316,11/28/2021,2021,SF,34,26,MIN,SF,SF,1,-4.0,49.0,Levi's Stadium,Outdoor,,,
2317,11/29/2021,2021,WAS,17,15,SEA,SEA,WAS,1,-1.5,46.5,FedEx Field,Outdoor,,,
2318,12/2/2021,2021,NO,17,27,DAL,DAL,DAL,0,-6.5,45.5,Caesars Superdome,Indoor,72.0,0.0,
2319,12/5/2021,2021,ATL,17,30,TB,TB,TB,0,-10.5,51.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
2320,12/5/2021,2021,CHI,22,33,ARI,ARI,ARI,0,-7.5,43.0,Soldier Field,Outdoor,,,
2321,12/5/2021,2021,CIN,22,41,LAC,CIN,LAC,0,-2.5,49.5,Paul Brown Stadium,Outdoor,,,
2322,12/5/2021,2021,DET,29,27,MIN,MIN,DET,1,-7.0,47.0,Ford Field,Indoor,72.0,0.0,
2323,12/5/2021,2021,HOU,0,31,IND,IND,IND,0,-10.0,45.5,NRG Stadium,Indoor,72.0,0.0,
2324,12/5/2021,2021,KC,22,9,DEN,KC,KC,1,-8.5,46.5,Arrowhead Stadium,Outdoor,,,
2325,12/5/2021,2021,LVR,15,17,WAS,LVR,WAS,0,-1.5,47.5,Allegiant Stadium,Indoor,72.0,0.0,
2326,12/5/2021,2021,LAR,37,7,JAX,LAR,LAR,1,-14.0,48.0,SoFi Stadium,Indoor,72.0,0.0,
2327,12/5/2021,2021,MIA,20,9,NYG,MIA,MIA,1,-7.0,40.0,Hard Rock Stadium,Outdoor,,,
2328,12/5/2021,2021,NYJ,18,33,PHI,PHI,PHI,0,-5.0,44.0,MetLife Stadium,Outdoor,,,
2329,12/5/2021,2021,PIT,20,19,BAL,BAL,PIT,1,-4.0,44.0,Heinz Field,Outdoor,,,
